Document Type,Document Link,Description,Date
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012198/0001127602-12-012198-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012198 Size: 10 KB",3/30/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012195/0001127602-12-012195-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012195 Size: 15 KB",3/30/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212011781/0001127602-12-011781-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-011781 Size: 7 KB",3/26/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212011778/0001127602-12-011778-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-011778 Size: 10 KB",3/26/2012
CORRESP,https://www.sec.gov/Archives/edgar/data/21344/000002134412000010/0000021344-12-000010-index.htm,"[Cover]Correspondence
Acc-no: 0000021344-12-000010 Size: 37 KB",3/22/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912018282/0001104659-12-018282-index.htm,"Current report, items 8.01 and 9.01
Acc-no: 0001104659-12-018282 (34 Act)  Size: 471 KB",3/14/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212010627/0001127602-12-010627-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-010627 Size: 5 KB",3/14/2012
424B2,https://www.sec.gov/Archives/edgar/data/21344/000104746912002485/0001047469-12-002485-index.htm,"Prospectus [Rule 424(b)(2)]
Acc-no: 0001047469-12-002485 (33 Act)  Size: 457 KB",3/13/2012
FWP,https://www.sec.gov/Archives/edgar/data/21344/000110465912017228/0001104659-12-017228-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001104659-12-017228 (34 Act)  Size: 42 KB",3/12/2012
FWP,https://www.sec.gov/Archives/edgar/data/21344/000110465912017227/0001104659-12-017227-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001104659-12-017227 (34 Act)  Size: 42 KB",3/12/2012
UPLOAD,https://www.sec.gov/Archives/edgar/data/21344/000000000012012394/0000000000-12-012394-index.htm,"[Cover]SEC-generated letter
Acc-no: 0000000000-12-012394 Size: 56 KB",3/9/2012
424B5,https://www.sec.gov/Archives/edgar/data/21344/000104746912002337/0001047469-12-002337-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0001047469-12-002337 (33 Act)  Size: 451 KB",3/9/2012
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000130817912000058/0001308179-12-000058-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001308179-12-000058 (34 Act)  Size: 610 KB",3/8/2012
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000130817912000057/0001308179-12-000057-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001308179-12-000057 (34 Act)  Size: 54 KB",3/8/2012
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000130817912000056/0001308179-12-000056-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001308179-12-000056 (34 Act)  Size: 1 MB",3/8/2012
DEF 14A,https://www.sec.gov/Archives/edgar/data/21344/000130817912000055/0001308179-12-000055-index.htm,"Other definitive proxy statements
Acc-no: 0001308179-12-000055 (34 Act)  Size: 4 MB",3/8/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212009741/0001127602-12-009741-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-009741 Size: 12 KB",3/6/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212009739/0001127602-12-009739-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-009739 Size: 8 KB",3/6/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212009158/0001127602-12-009158-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-009158 Size: 10 KB",3/2/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212008837/0001127602-12-008837-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-008837 Size: 8 KB",3/1/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212008836/0001127602-12-008836-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-008836 Size: 6 KB",3/1/2012
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999712002047/9999999997-12-002047-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-12-002047 (34 Act)  Size: 1 KB",2/29/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212008297/0001127602-12-008297-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-008297 Size: 19 KB",2/28/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212008293/0001127602-12-008293-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-008293 Size: 6 KB",2/28/2012
S-8,https://www.sec.gov/Archives/edgar/data/21344/000110465912012829/0001104659-12-012829-index.htm,"Securities to be offered to employees in employee benefit plans
Acc-no: 0001104659-12-012829 (33 Act)  Size: 210 KB",2/27/2012
S-8,https://www.sec.gov/Archives/edgar/data/21344/000110465912012826/0001104659-12-012826-index.htm,"Securities to be offered to employees in employee benefit plans
Acc-no: 0001104659-12-012826 (33 Act)  Size: 199 KB",2/27/2012
S-8 POS,https://www.sec.gov/Archives/edgar/data/21344/000110465912012825/0001104659-12-012825-index.htm,"Securities to be offered to employees in employee benefit plans, post-effective amendments
Acc-no: 0001104659-12-012825 (33 Act)  Size: 160 KB",2/27/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007739/0001127602-12-007739-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007739 Size: 5 KB",2/24/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007669/0001127602-12-007669-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007669 Size: 7 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007665/0001127602-12-007665-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007665 Size: 6 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007649/0001127602-12-007649-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007649 Size: 4 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007647/0001127602-12-007647-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007647 Size: 7 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007645/0001127602-12-007645-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007645 Size: 6 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007642/0001127602-12-007642-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007642 Size: 7 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007640/0001127602-12-007640-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007640 Size: 6 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007633/0001127602-12-007633-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007633 Size: 4 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007629/0001127602-12-007629-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007629 Size: 7 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007625/0001127602-12-007625-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007625 Size: 6 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007622/0001127602-12-007622-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007622 Size: 4 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007620/0001127602-12-007620-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007620 Size: 4 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007617/0001127602-12-007617-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007617 Size: 4 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007613/0001127602-12-007613-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007613 Size: 6 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007610/0001127602-12-007610-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007610 Size: 26 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007607/0001127602-12-007607-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007607 Size: 6 KB",2/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007604/0001127602-12-007604-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007604 Size: 6 KB",2/23/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134412000002/0000021344-12-000002-index.htm,"Current report, items 5.02 and 9.01
Acc-no: 0000021344-12-000002 (34 Act)  Size: 105 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007098/0001127602-12-007098-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007098 Size: 6 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007096/0001127602-12-007096-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007096 Size: 5 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007093/0001127602-12-007093-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007093 Size: 13 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007090/0001127602-12-007090-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007090 Size: 9 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007088/0001127602-12-007088-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007088 Size: 9 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007083/0001127602-12-007083-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007083 Size: 8 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007082/0001127602-12-007082-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007082 Size: 6 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007079/0001127602-12-007079-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007079 Size: 8 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007077/0001127602-12-007077-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007077 Size: 5 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007059/0001127602-12-007059-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007059 Size: 8 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007057/0001127602-12-007057-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007057 Size: 8 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007054/0001127602-12-007054-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007054 Size: 8 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007052/0001127602-12-007052-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007052 Size: 8 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007050/0001127602-12-007050-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007050 Size: 9 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007049/0001127602-12-007049-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007049 Size: 6 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007046/0001127602-12-007046-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007046 Size: 8 KB",2/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212007045/0001127602-12-007045-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-007045 Size: 9 KB",2/21/2012
3,https://www.sec.gov/Archives/edgar/data/21344/000112760212006661/0001127602-12-006661-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-12-006661 Size: 7 KB",2/17/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912010168/0001104659-12-010168-index.htm,"Current report, items 5.02 and 9.01
Acc-no: 0001104659-12-010168 (34 Act)  Size: 468 KB",2/15/2012
5,https://www.sec.gov/Archives/edgar/data/21344/000112760212005491/0001127602-12-005491-index.htm,"Annual statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-005491 Size: 3 KB",2/13/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912007148/0001104659-12-007148-index.htm,"Current report, items 2.02 and 9.01
Acc-no: 0001104659-12-007148 (34 Act)  Size: 1 MB",2/7/2012
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999712000606/9999999997-12-000606-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-12-000606 (34 Act)  Size: 1 KB",1/25/2012
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999712000553/9999999997-12-000553-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-12-000553 (34 Act)  Size: 1 KB",1/17/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212001808/0001127602-12-001808-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-001808 Size: 7 KB",1/17/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212001807/0001127602-12-001807-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-001807 Size: 7 KB",1/17/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212001806/0001127602-12-001806-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-001806 Size: 8 KB",1/17/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212000863/0001127602-12-000863-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-000863 Size: 13 KB",1/4/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212000747/0001127602-12-000747-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-000747 Size: 6 KB",1/4/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212000735/0001127602-12-000735-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-000735 Size: 7 KB",1/4/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212000722/0001127602-12-000722-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-000722 Size: 7 KB",1/4/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212000705/0001127602-12-000705-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-000705 Size: 6 KB",1/4/2012
